gender,age_group,education_level,race_ethnicity,religion_level,income_bracket,job_status,individual_first_vote,individual_final_vote,group_first_vote_guilty,group_first_vote_not_guilty,group_first_vote_undecided,group_final_vote_guilty,group_final_vote_not_guilty,group_final_vote_undecided,site,case_id,num_victims,defendant_gender,defendant_race_ethnicity,defendant_representation,victim_gender,victim_race_ethnicity,victim_relationship,defendant_criminal_history_known,sentencing_possibilities_known,case_type,total_counts,total_convictions,total_acquittals,total_hung_counts,sentence_range
NA,NA,NA,NA,NA,NA,NA,Not Guilty,NA,NA,4,NA,NA,5,NA,Maricopa,53,1,Female,"White, Hispanic",Private,Male,"White, non-Hispanic",None,NA,No,Assault (non-sexual),2,0,2,0,NA
Male,18-25,College graduate,White/Caucasian,Very religious,"$20,000 - $29,999",Employed full time,Guilty,Guilty,8,4,NA,12,NA,NA,Maricopa,55,NA,Male,Other,Court-app. private,NA,NA,Relationship not known,Yes,No,Assault (non-sexual),4,4,0,0,20+ years
Female,36-45,Some college,White/Caucasian,Religious,"$20,000 - $29,999",Employed full time,Not Guilty,Guilty,NA,NA,NA,12,NA,NA,Maricopa,55,NA,Male,Other,Court-app. private,NA,NA,Relationship not known,Yes,No,Assault (non-sexual),4,4,0,0,20+ years
Male,46-55,College graduate,White/Caucasian,Very non-religious,"Over $75,000",Employed full time,Guilty,Guilty,7,5,NA,12,NA,NA,Maricopa,55,NA,Male,Other,Court-app. private,NA,NA,Relationship not known,Yes,No,Assault (non-sexual),4,4,0,0,20+ years
Male,46-55,College graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,NA,5,5,2,12,0,0,Maricopa,55,NA,Male,Other,Court-app. private,NA,NA,Relationship not known,Yes,No,Assault (non-sexual),4,4,0,0,20+ years
Male,46-55,Some college,White/Hispanic,Neither,"$50,000 - $75,000","Unemployed, seeking employment",Undecided,Guilty,NA,NA,NA,12,NA,NA,Maricopa,55,NA,Male,Other,Court-app. private,NA,NA,Relationship not known,Yes,No,Assault (non-sexual),4,4,0,0,20+ years
Male,46-55,Post-graduate work,White/Caucasian,Very religious,"Over $75,000",Employed full time,Not Guilty,NA,7,5,NA,12,0,NA,Maricopa,55,NA,Male,Other,Court-app. private,NA,NA,Relationship not known,Yes,No,Assault (non-sexual),4,4,0,0,20+ years
Male,46-55,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Student,Guilty,Guilty,8,2,2,12,NA,NA,Maricopa,55,NA,Male,Other,Court-app. private,NA,NA,Relationship not known,Yes,No,Assault (non-sexual),4,4,0,0,20+ years
Female,46-55,Some college,White/Caucasian,Neither,"Over $75,000",Employed full time,Not Guilty,Guilty,1,5,0,12,0,0,Maricopa,55,NA,Male,Other,Court-app. private,NA,NA,Relationship not known,Yes,No,Assault (non-sexual),4,4,0,0,20+ years
Female,56-65,High school graduate,White/Caucasian,Very religious,"$10,000 - $19,999",Employed part time,Guilty,Guilty,NA,NA,NA,12,NA,NA,Maricopa,55,NA,Male,Other,Court-app. private,NA,NA,Relationship not known,Yes,No,Assault (non-sexual),4,4,0,0,20+ years
Male,46-55,Some college,White/Caucasian,Religious,"Over $75,000",Self-employed,Guilty,Guilty,NA,99,NA,12,NA,NA,Maricopa,55,NA,Male,Other,Court-app. private,NA,NA,Relationship not known,Yes,No,Assault (non-sexual),4,4,0,0,20+ years
Female,36-45,Some college,White/Caucasian,Very religious,"$50,000 - $75,000",Employed part time,Guilty,Guilty,7,3,2,12,0,0,Maricopa,55,NA,Male,Other,Court-app. private,NA,NA,Relationship not known,Yes,No,Assault (non-sexual),4,4,0,0,20+ years
Male,56-65,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Student,Not Guilty,Not Guilty,2,3,3,2,4,2,Maricopa,56,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,0,0,2,NA
Male,56-65,High school graduate,White/Hispanic,Religious,"$50,000 - $75,000",Student,Not Guilty,Undecided,NA,NA,NA,NA,NA,NA,Maricopa,56,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,0,0,2,NA
Male,56-65,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Employed full time,Not Guilty,Not Guilty,4,2,2,2,3,3,Maricopa,56,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,0,0,2,NA
Male,36-45,College graduate,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,2,6,NA,2,6,NA,Maricopa,56,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,0,0,2,NA
Male,Over 65,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Student,Guilty,Not Guilty,6,2,NA,2,6,NA,Maricopa,56,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,0,0,2,NA
Female,26-35,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Undecided,6,2,NA,2,3,3,Maricopa,56,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,0,0,2,NA
Male,26-35,College graduate,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,4,4,0,2,2,4,Maricopa,56,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,0,0,2,NA
Male,46-55,Post-graduate work,NA,Somewhat non-religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,8,4,NA,5,2,1,Maricopa,56,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,DUI/DWI,2,0,0,2,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maricopa,57,3,Male,"Black, non-Hispanic",Public defender,Female,"White, Hispanic",None,Yes,No,Robbery,4,3,1,0,20+ years
Male,46-55,High school graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,10,2,NA,12,NA,NA,Maricopa,57,3,Male,"Black, non-Hispanic",Public defender,Female,"White, Hispanic",None,Yes,No,Robbery,4,3,1,0,20+ years
Male,26-35,Some college,Asian/Pacific Islander,Religious,"$40,000 - $49,999",Employed full time,Guilty,NA,NA,NA,NA,NA,NA,NA,Maricopa,57,3,Male,"Black, non-Hispanic",Public defender,Female,"White, Hispanic",None,Yes,No,Robbery,4,3,1,0,20+ years
Female,36-45,Some college,Black/African American,Religious,"Over $75,000",Employed full time,Not Guilty,Guilty,NA,NA,NA,NA,NA,NA,Maricopa,57,3,Male,"Black, non-Hispanic",Public defender,Female,"White, Hispanic",None,Yes,No,Robbery,4,3,1,0,20+ years
Female,36-45,Some college,Asian/Pacific Islander,Religious,"$30,000 - $39,999",Employed full time,NA,NA,10,2,NA,12,NA,NA,Maricopa,57,3,Male,"Black, non-Hispanic",Public defender,Female,"White, Hispanic",None,Yes,No,Robbery,4,3,1,0,20+ years
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maricopa,57,3,Male,"Black, non-Hispanic",Public defender,Female,"White, Hispanic",None,Yes,No,Robbery,4,3,1,0,20+ years
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maricopa,57,3,Male,"Black, non-Hispanic",Public defender,Female,"White, Hispanic",None,Yes,No,Robbery,4,3,1,0,20+ years
Male,56-65,College graduate,White/Caucasian,Religious,"Over $75,000",Student,Not Guilty,NA,0,8,0,0,8,0,Maricopa,58,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other family,NA,No,Child abuse/neglect,1,0,1,0,NA
Female,26-35,College graduate,White/Caucasian,Very religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,NA,8,NA,NA,8,NA,Maricopa,58,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other family,NA,No,Child abuse/neglect,1,0,1,0,NA
Male,36-45,Post-graduate work,White/Caucasian,NA,"Over $75,000",Employed full time,Not Guilty,Not Guilty,0,7,1,0,8,0,Maricopa,58,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other family,NA,No,Child abuse/neglect,1,0,1,0,NA
Female,18-25,Some college,White/Caucasian,Very religious,"$50,000 - $75,000",Employed part time,Not Guilty,Not Guilty,0,7,1,0,8,0,Maricopa,58,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other family,NA,No,Child abuse/neglect,1,0,1,0,NA
NA,46-55,Some college,Black/African American,Religious,"$40,000 - $49,999","Unemployed, seeking employment",Not Guilty,NA,NA,8,NA,NA,8,NA,Maricopa,58,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other family,NA,No,Child abuse/neglect,1,0,1,0,NA
Female,46-55,College graduate,White/Caucasian,Very religious,"$30,000 - $39,999",Employed part time,Not Guilty,Not Guilty,NA,8,NA,NA,8,NA,Maricopa,58,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other family,NA,No,Child abuse/neglect,1,0,1,0,NA
Female,36-45,College graduate,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,NA,8,NA,NA,8,NA,Maricopa,58,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other family,NA,No,Child abuse/neglect,1,0,1,0,NA
Male,36-45,College graduate,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Undecided,NA,NA,8,NA,NA,8,NA,Maricopa,58,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other family,NA,No,Child abuse/neglect,1,0,1,0,NA
Female,36-45,Some college,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,59,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
NA,46-55,Some college,White/Hispanic,Religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,59,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Female,46-55,College graduate,White/Caucasian,Somewhat non-religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,NA,NA,NA,8,NA,NA,Maricopa,59,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Male,Over 65,High school graduate,White/Caucasian,Religious,"$10,000 - $19,999",Student,Guilty,Guilty,9,NA,NA,9,NA,NA,Maricopa,59,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Female,36-45,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,8,0,NA,8,0,NA,Maricopa,59,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Female,46-55,Post-graduate work,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Undecided,Guilty,0,0,0,9,NA,NA,Maricopa,59,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Male,26-35,Some college,White/Caucasian,Religious,"Over $75,000",Self-employed,Guilty,NA,8,0,0,8,0,0,Maricopa,59,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Female,56-65,College graduate,White/Caucasian,Very religious,"$40,000 - $49,999",Employed part time,Guilty,NA,0,0,0,0,0,0,Maricopa,59,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Male,36-45,Post-graduate work,White/Hispanic,Very religious,"Over $75,000",Employed full time,Guilty,Guilty,11,NA,1,12,0,0,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Female,46-55,Some college,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Female,26-35,High school graduate,White/Caucasian,Religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,11,NA,1,12,NA,NA,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Female,36-45,Some college,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,11,NA,1,12,NA,NA,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Male,18-25,Some college,White/Caucasian,Very non-religious,"$20,000 - $29,999",Employed full time,Guilty,Guilty,11,0,1,12,0,0,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Female,56-65,Some college,White/Caucasian,Neither,"$40,000 - $49,999",Employed part time,Guilty,Guilty,11,NA,1,12,NA,NA,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Female,26-35,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Guilty,11,0,1,12,0,NA,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Male,36-45,College graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Female,Over 65,High school graduate,White/Caucasian,Religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Female,56-65,Some college,White/Caucasian,Religious,"Over $75,000",Homemaker,Guilty,NA,12,NA,NA,12,NA,NA,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Male,26-35,College graduate,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Guilty,Guilty,12,0,0,12,0,0,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Male,18-25,Some college,White/Hispanic,Religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Maricopa,61,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",Other acquaintance,NA,No,"Murder, 1st degree",2,2,0,0,NA
Female,26-35,Post-graduate work,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Undecided,Not Guilty,NA,11,1,NA,12,NA,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
Female,Over 65,Some college,White/Caucasian,Religious,"$50,000 - $75,000",Employed part time,Not Guilty,Not Guilty,4,8,NA,NA,NA,NA,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
Female,56-65,Some college,White/Caucasian,Very religious,"Over $75,000",Employed full time,Guilty,Not Guilty,3,9,NA,NA,12,NA,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
Female,18-25,High school graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,NA,NA,NA,NA,3,9,0,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
Male,36-45,Some college,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Not Guilty,NA,7,3,NA,NA,12,NA,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
Male,26-35,Some college,White/Caucasian,Very non-religious,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,NA,12,NA,NA,12,NA,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
Male,36-45,College graduate,White/Caucasian,Very non-religious,"$50,000 - $75,000",Employed full time,Not Guilty,Guilty,10,2,NA,12,0,NA,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
Male,46-55,College graduate,White/Caucasian,Religious,NA,Employed full time,Not Guilty,NA,NA,NA,2,NA,NA,NA,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
Female,56-65,Some college,White/Caucasian,Religious,"$20,000 - $29,999",Employed full time,Not Guilty,NA,11,1,NA,12,NA,NA,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
Male,26-35,College graduate,White/Caucasian,Very religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,3,9,NA,0,12,NA,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
Female,56-65,Some college,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,9,3,NA,12,0,NA,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
Male,56-65,College graduate,White/Caucasian,Religious,"$40,000 - $49,999",Employed part time,Not Guilty,NA,1,11,0,1,11,NA,Maricopa,62,1,Male,"White, non-Hispanic",Private,Female,"White, non-Hispanic",Other family,NA,No,Sexual offenses / minor,4,0,4,0,NA
NA,46-55,Some college,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Maricopa,63,1,Male,"White, non-Hispanic",Public defender,Male,"White, Hispanic",None,Yes,No,Drugs: manufacture,8,6,2,0,NA
Female,18-25,High school graduate,White/Caucasian,Religious,"Under $10,000","Unemployed, seeking employment",Guilty,Guilty,12,NA,NA,12,NA,NA,Maricopa,63,1,Male,"White, non-Hispanic",Public defender,Male,"White, Hispanic",None,Yes,No,Drugs: manufacture,8,6,2,0,NA
Male,56-65,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Employed full time,Undecided,Not Guilty,0,0,0,NA,0,NA,Maricopa,63,1,Male,"White, non-Hispanic",Public defender,Male,"White, Hispanic",None,Yes,No,Drugs: manufacture,8,6,2,0,NA
Female,26-35,College graduate,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Undecided,Guilty,4,4,4,12,0,0,Maricopa,63,1,Male,"White, non-Hispanic",Public defender,Male,"White, Hispanic",None,Yes,No,Drugs: manufacture,8,6,2,0,NA
Male,36-45,College graduate,Native American,Religious,"$40,000 - $49,999",Employed full time,Guilty,NA,NA,NA,NA,12,NA,NA,Maricopa,63,1,Male,"White, non-Hispanic",Public defender,Male,"White, Hispanic",None,Yes,No,Drugs: manufacture,8,6,2,0,NA
Male,26-35,College graduate,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Maricopa,63,1,Male,"White, non-Hispanic",Public defender,Male,"White, Hispanic",None,Yes,No,Drugs: manufacture,8,6,2,0,NA
Male,56-65,Some college,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,Guilty,NA,NA,NA,12,NA,NA,Maricopa,63,1,Male,"White, non-Hispanic",Public defender,Male,"White, Hispanic",None,Yes,No,Drugs: manufacture,8,6,2,0,NA
Male,46-55,Some college,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,5,4,3,12,NA,NA,Maricopa,63,1,Male,"White, non-Hispanic",Public defender,Male,"White, Hispanic",None,Yes,No,Drugs: manufacture,8,6,2,0,NA
Male,26-35,College graduate,White/Caucasian,Very religious,"$30,000 - $39,999",Employed full time,Guilty,NA,NA,NA,NA,NA,12,NA,Maricopa,63,1,Male,"White, non-Hispanic",Public defender,Male,"White, Hispanic",None,Yes,No,Drugs: manufacture,8,6,2,0,NA
Female,36-45,Some college,Black/African American,Religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,0,0,0,12,NA,NA,Maricopa,63,1,Male,"White, non-Hispanic",Public defender,Male,"White, Hispanic",None,Yes,No,Drugs: manufacture,8,6,2,0,NA
Female,56-65,Post-graduate work,White/Caucasian,Religious,"$40,000 - $49,999",Student,Guilty,Guilty,11,0,1,12,0,0,Maricopa,63,1,Male,"White, non-Hispanic",Public defender,Male,"White, Hispanic",None,Yes,No,Drugs: manufacture,8,6,2,0,NA
Female,36-45,Some college,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,12,NA,NA,12,NA,NA,Maricopa,64,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,1,0,1,0,NA
Male,56-65,Some college,White/Caucasian,Religious,"Over $75,000",Student,Undecided,Not Guilty,NA,NA,NA,NA,NA,NA,Maricopa,64,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,1,0,1,0,NA
Female,36-45,College graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,NA,0,8,NA,0,8,NA,Maricopa,64,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,1,0,1,0,NA
Male,26-35,Some college,White/Caucasian,Very non-religious,"Over $75,000",Employed full time,Undecided,Not Guilty,0,7,1,NA,8,NA,Maricopa,64,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,1,0,1,0,NA
Female,56-65,High school graduate,White/Caucasian,Somewhat non-religious,NA,Employed full time,Not Guilty,Not Guilty,NA,9,NA,NA,8,NA,Maricopa,64,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,1,0,1,0,NA
Male,46-55,Some college,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,0,8,0,0,8,0,Maricopa,64,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,1,0,1,0,NA
Female,36-45,College graduate,White/Caucasian,Neither,"Over $75,000",Homemaker,Undecided,NA,NA,8,NA,NA,8,NA,Maricopa,64,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,1,0,1,0,NA
Female,46-55,High school graduate,White/Caucasian,Neither,NA,Employed full time,Not Guilty,NA,NA,8,NA,NA,8,NA,Maricopa,64,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,1,0,1,0,NA
Female,26-35,College graduate,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,8,3,1,9,3,0,Maricopa,67,0,NA,NA,NA,NA,NA,Relationship not known,NA,No,Sexual offenses / minor,3,3,0,0,1–5 years
Male,18-25,College graduate,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Guilty,Guilty,9,2,1,9,3,0,Maricopa,67,0,NA,NA,NA,NA,NA,Relationship not known,NA,No,Sexual offenses / minor,3,3,0,0,1–5 years
Male,36-45,College graduate,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Guilty,Guilty,9,2,1,9,3,0,Maricopa,67,0,NA,NA,NA,NA,NA,Relationship not known,NA,No,Sexual offenses / minor,3,3,0,0,1–5 years
Male,46-55,Some college,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,7,2,1,7,3,0,Maricopa,67,0,NA,NA,NA,NA,NA,Relationship not known,NA,No,Sexual offenses / minor,3,3,0,0,1–5 years
Male,26-35,Post-graduate work,White/Caucasian,Very non-religious,"$50,000 - $75,000",Employed part time,Guilty,Guilty,9,2,1,9,3,0,Maricopa,67,0,NA,NA,NA,NA,NA,Relationship not known,NA,No,Sexual offenses / minor,3,3,0,0,1–5 years
Female,18-25,Some college,White/Caucasian,Religious,"$40,000 - $49,999",Employed part time,Guilty,Guilty,8,2,1,9,3,NA,Maricopa,67,0,NA,NA,NA,NA,NA,Relationship not known,NA,No,Sexual offenses / minor,3,3,0,0,1–5 years
NA,56-65,Some college,White/Caucasian,Very religious,"Over $75,000",Student,Guilty,Guilty,9,3,NA,9,3,NA,Maricopa,67,0,NA,NA,NA,NA,NA,Relationship not known,NA,No,Sexual offenses / minor,3,3,0,0,1–5 years
Male,26-35,Some college,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,10,2,NA,9,3,NA,Maricopa,67,0,NA,NA,NA,NA,NA,Relationship not known,NA,No,Sexual offenses / minor,3,3,0,0,1–5 years
Male,Over 65,Some college,White/Caucasian,Religious,"$50,000 - $75,000",Student,Not Guilty,Not Guilty,8,4,NA,9,3,NA,Maricopa,67,0,NA,NA,NA,NA,NA,Relationship not known,NA,No,Sexual offenses / minor,3,3,0,0,1–5 years
Male,36-45,Some college,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,9,3,NA,9,3,NA,Maricopa,67,0,NA,NA,NA,NA,NA,Relationship not known,NA,No,Sexual offenses / minor,3,3,0,0,1–5 years
Female,46-55,Some college,White/Hispanic,Somewhat non-religious,"Over $75,000",Employed full time,Guilty,Guilty,9,2,1,9,3,NA,Maricopa,67,0,NA,NA,NA,NA,NA,Relationship not known,NA,No,Sexual offenses / minor,3,3,0,0,1–5 years
Female,46-55,Some college,White/Caucasian,Neither,"Over $75,000",Employed full time,Undecided,NA,6,1,2,NA,8,NA,Maricopa,71,1,Male,"Black, Hispanic",Public defender,Female,"Black, Hispanic",Other acquaintance,Yes,No,Assault (non-sexual),1,0,1,0,NA
Male,46-55,Some college,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,1,5,2,NA,8,NA,Maricopa,71,1,Male,"Black, Hispanic",Public defender,Female,"Black, Hispanic",Other acquaintance,Yes,No,Assault (non-sexual),1,0,1,0,NA
Female,36-45,High school graduate,Black/African American,Religious,"$20,000 - $29,999",Employed full time,Not Guilty,Not Guilty,3,5,0,0,8,0,Maricopa,71,1,Male,"Black, Hispanic",Public defender,Female,"Black, Hispanic",Other acquaintance,Yes,No,Assault (non-sexual),1,0,1,0,NA
Male,36-45,Post-graduate work,White/Caucasian,NA,"Over $75,000",Employed full time,Guilty,Not Guilty,6,8,2,0,8,0,Maricopa,71,1,Male,"Black, Hispanic",Public defender,Female,"Black, Hispanic",Other acquaintance,Yes,No,Assault (non-sexual),1,0,1,0,NA
NA,56-65,Post-graduate work,White/Caucasian,Very religious,"Over $75,000",Self-employed,Not Guilty,Not Guilty,1,5,2,0,6,0,Maricopa,71,1,Male,"Black, Hispanic",Public defender,Female,"Black, Hispanic",Other acquaintance,Yes,No,Assault (non-sexual),1,0,1,0,NA
